Sample,Coal,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,SrO,BaO,Na2O,K2O,sSiO2,sTiO2,sAl2O3,sFe2O3,sMnO,sMgO,sCaO,sSrO,sBaO,sNa2O,sK2O,Si,Ti,Al,Fe3,Mn,Mg,Ca,Sr,Ba,Na,K,Sum,sSi,sTi,sAl,sFe3,sMn,sMg,sCa,sSr,sBa,sNa,sK,An,Ab,Or,Cn
HX12-2,MCZu,63.71,0.02,19.25,0.16,0.05,0.01,0.13,0.04,1.65,3.24,12.73,0.21,0.03,0.11,0.06,0.05,0.00,0.02,0.04,0.09,0.08,0.13,2.933,0.001,1.044,0.006,0.002,0.001,0.006,0.001,0.030,0.289,0.748,5.060,0.010,0.002,0.011,0.004,0.004,0.000,0.002,0.002,0.003,0.014,0.015,0.006,0.270,0.697,0.028
HX12-2,MCZu,64.33,0.02,19.45,0.16,0.06,0.01,0.15,0.04,1.38,3.52,12.27,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.09,0.09,0.13,2.936,0.001,1.046,0.005,0.002,0.001,0.007,0.001,0.025,0.311,0.714,5.050,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.016,0.015,0.007,0.294,0.675,0.023
IS13-2,Y,65.24,0.02,18.98,0.12,0.05,0.01,0.08,0.04,0.60,2.88,13.59,0.21,0.03,0.11,0.06,0.04,0.00,0.02,0.03,0.07,0.08,0.14,2.964,0.001,1.016,0.004,0.002,0.001,0.004,0.001,0.011,0.254,0.788,5.045,0.010,0.002,0.011,0.004,0.003,0.000,0.002,0.002,0.002,0.014,0.016,0.004,0.240,0.746,0.010
IS13-2,Y,64.35,0.02,19.26,0.05,0.05,0.01,0.11,0.08,0.88,3.14,13.76,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.08,0.14,2.938,0.001,1.036,0.002,0.002,0.001,0.005,0.002,0.016,0.278,0.801,5.082,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.014,0.016,0.005,0.253,0.728,0.014
IS13-2,Y,65.60,0.02,19.27,0.05,0.04,0.01,0.17,0.11,0.57,3.12,12.72,0.21,0.02,0.11,0.06,0.00,0.02,0.02,0.04,0.07,0.08,0.14,2.965,0.001,1.026,0.002,0.002,0.001,0.008,0.003,0.010,0.273,0.733,5.024,0.010,0.001,0.011,0.004,0.000,0.003,0.002,0.002,0.002,0.014,0.016,0.008,0.267,0.715,0.010
IS13-2,Y,64.57,0.02,19.34,0.12,0.04,0.01,0.15,0.04,0.99,3.20,13.38,0.21,0.04,0.11,0.06,0.03,0.01,0.02,0.03,0.08,0.08,0.14,2.939,0.001,1.037,0.004,0.002,0.001,0.007,0.001,0.018,0.282,0.777,5.069,0.010,0.003,0.011,0.004,0.002,0.001,0.002,0.002,0.003,0.014,0.016,0.007,0.260,0.717,0.016
IS13-2,Y,65.31,0.02,18.89,0.05,0.11,0.01,0.13,0.04,0.71,3.53,13.16,0.21,0.02,0.11,0.06,0.04,0.01,0.02,0.04,0.07,0.09,0.14,2.961,0.001,1.009,0.002,0.004,0.001,0.006,0.001,0.013,0.310,0.761,5.069,0.010,0.001,0.011,0.004,0.003,0.001,0.002,0.002,0.002,0.016,0.016,0.006,0.285,0.698,0.012
IS13-2,Y,64.58,0.07,19.22,0.16,0.04,0.01,0.23,0.26,1.07,3.48,12.62,0.21,0.03,0.11,0.06,0.04,0.02,0.03,0.04,0.08,0.09,0.14,2.940,0.002,1.031,0.005,0.002,0.001,0.011,0.007,0.019,0.307,0.733,5.059,0.010,0.002,0.011,0.004,0.003,0.003,0.003,0.002,0.003,0.016,0.016,0.010,0.287,0.685,0.018
IS13-2,Y,64.59,0.02,17.78,0.06,0.04,0.01,0.17,0.04,0.81,3.36,12.76,0.21,0.03,0.10,0.06,0.04,0.00,0.02,0.04,0.07,0.09,0.14,2.992,0.001,0.971,0.002,0.002,0.001,0.008,0.001,0.015,0.302,0.754,5.048,0.010,0.002,0.010,0.004,0.003,0.000,0.002,0.002,0.003,0.016,0.016,0.008,0.280,0.699,0.014
IS13-2,Y,65.05,0.02,18.72,0.24,0.05,0.01,0.11,0.04,1.01,3.10,12.99,0.21,0.04,0.11,0.06,0.05,0.01,0.02,0.04,0.08,0.08,0.14,2.967,0.001,1.006,0.008,0.002,0.001,0.005,0.001,0.018,0.274,0.756,5.040,0.010,0.003,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.014,0.016,0.005,0.260,0.718,0.017
IS13-2,Y,65.10,0.02,18.33,0.06,0.05,0.01,0.07,0.09,1.05,3.16,12.77,0.21,0.03,0.11,0.06,0.04,0.00,0.02,0.04,0.08,0.08,0.14,2.984,0.001,0.990,0.002,0.002,0.001,0.003,0.002,0.019,0.281,0.747,5.032,0.010,0.002,0.011,0.004,0.003,0.000,0.002,0.002,0.003,0.014,0.016,0.003,0.268,0.711,0.018
IS13-2,Y,64.62,0.02,18.67,0.18,0.04,0.01,0.14,0.09,1.18,2.65,13.22,0.21,0.04,0.11,0.06,0.03,0.00,0.02,0.04,0.08,0.08,0.14,2.968,0.001,1.011,0.006,0.002,0.001,0.007,0.002,0.021,0.236,0.774,5.028,0.010,0.003,0.011,0.004,0.002,0.000,0.002,0.002,0.003,0.014,0.016,0.007,0.227,0.746,0.020
IS13-2,Y,63.78,0.02,19.04,0.06,0.05,0.01,0.12,0.14,0.97,3.06,13.84,0.21,0.00,0.11,0.06,0.05,0.00,0.02,0.04,0.08,0.08,0.14,2.937,0.001,1.033,0.002,0.002,0.001,0.006,0.004,0.017,0.273,0.813,5.088,0.010,0.000,0.011,0.004,0.004,0.000,0.002,0.002,0.003,0.014,0.016,0.005,0.246,0.733,0.016
IS13-2,Y,65.26,0.02,18.58,0.12,0.05,0.01,0.12,0.08,0.50,2.99,13.15,0.21,0.00,0.11,0.06,0.00,0.02,0.02,0.03,0.06,0.08,0.14,2.979,0.001,1.000,0.004,0.002,0.001,0.006,0.002,0.009,0.265,0.766,5.033,0.010,0.000,0.011,0.004,0.000,0.003,0.002,0.002,0.002,0.014,0.016,0.006,0.253,0.733,0.009
IS13-2,Y,65.33,0.02,18.34,0.06,0.05,0.01,0.17,0.04,0.51,3.16,13.01,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.06,0.08,0.14,2.986,0.001,0.988,0.002,0.002,0.001,0.008,0.001,0.009,0.280,0.759,5.037,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.002,0.014,0.016,0.008,0.265,0.718,0.009
IS13-2,Y,64.92,0.02,18.51,0.05,0.05,0.01,0.12,0.04,1.40,3.00,13.00,0.21,0.00,0.11,0.06,0.05,0.01,0.02,0.03,0.09,0.08,0.14,2.974,0.001,0.999,0.002,0.002,0.001,0.006,0.001,0.025,0.266,0.760,5.037,0.010,0.000,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.014,0.016,0.006,0.252,0.719,0.024
IS13-2,Y,64.77,0.07,18.62,0.05,0.04,0.01,0.12,0.15,0.84,3.08,13.79,0.21,0.03,0.11,0.06,0.04,0.01,0.02,0.04,0.08,0.08,0.14,2.961,0.002,1.003,0.002,0.002,0.001,0.006,0.004,0.015,0.273,0.804,5.073,0.010,0.002,0.011,0.004,0.003,0.001,0.002,0.002,0.003,0.014,0.016,0.005,0.249,0.732,0.014
IS13-2,Y,63.28,0.02,18.64,0.24,0.05,0.01,0.17,0.10,1.20,3.11,12.99,0.21,0.03,0.11,0.06,0.00,0.00,0.02,0.04,0.08,0.08,0.14,2.945,0.001,1.022,0.008,0.002,0.001,0.008,0.003,0.022,0.281,0.771,5.064,0.010,0.002,0.011,0.004,0.000,0.000,0.002,0.002,0.003,0.014,0.016,0.008,0.259,0.713,0.020
IS13-2,Y,64.74,0.02,19.00,0.20,0.05,0.01,0.18,0.04,1.04,3.19,13.47,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.04,0.08,0.08,0.14,2.948,0.001,1.020,0.007,0.002,0.001,0.009,0.001,0.019,0.282,0.782,5.070,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.014,0.016,0.008,0.258,0.717,0.017
JC13-2,Y,65.29,0.02,18.90,0.06,0.05,0.01,0.07,0.04,0.30,3.72,12.69,0.21,0.02,0.11,0.07,0.05,0.00,0.02,0.05,0.06,0.09,0.14,2.967,0.001,1.012,0.002,0.002,0.001,0.003,0.001,0.005,0.328,0.736,5.057,0.010,0.001,0.011,0.005,0.004,0.000,0.002,0.003,0.002,0.016,0.016,0.003,0.306,0.686,0.005
JC13-2,Y,63.58,0.02,18.77,0.24,0.05,0.01,0.13,0.14,1.28,3.63,11.79,0.21,0.03,0.11,0.07,0.06,0.01,0.02,0.04,0.08,0.09,0.13,2.949,0.001,1.026,0.008,0.002,0.001,0.006,0.004,0.023,0.326,0.698,5.045,0.010,0.002,0.011,0.005,0.005,0.001,0.002,0.002,0.003,0.016,0.015,0.006,0.310,0.662,0.022
JC13-2,Y,65.69,0.02,19.01,0.06,0.05,0.01,0.08,0.04,0.53,3.83,12.34,0.21,0.03,0.11,0.06,0.04,0.01,0.02,0.04,0.06,0.09,0.13,2.968,0.001,1.012,0.002,0.002,0.001,0.004,0.001,0.009,0.336,0.711,5.047,0.010,0.002,0.011,0.004,0.003,0.001,0.002,0.002,0.002,0.016,0.015,0.004,0.317,0.671,0.009
JC13-2,Y,64.09,0.02,18.05,0.05,0.05,0.01,0.05,0.04,0.34,3.92,12.19,0.21,0.03,0.11,0.04,0.04,0.00,0.02,0.04,0.06,0.09,0.13,2.981,0.001,0.989,0.002,0.002,0.001,0.002,0.001,0.006,0.353,0.723,5.061,0.010,0.002,0.011,0.003,0.003,0.000,0.002,0.002,0.002,0.016,0.015,0.002,0.326,0.666,0.006
JC13-2,Y,64.33,0.02,18.54,0.17,0.05,0.01,0.10,0.04,0.48,3.95,12.08,0.21,0.05,0.11,0.06,0.00,0.02,0.02,0.03,0.06,0.09,0.13,2.965,0.001,1.007,0.006,0.002,0.001,0.005,0.001,0.009,0.353,0.710,5.059,0.010,0.003,0.011,0.004,0.000,0.003,0.002,0.002,0.002,0.016,0.015,0.005,0.328,0.660,0.008
JC13-2,Y,63.96,0.02,18.69,0.06,0.09,0.01,0.06,0.04,0.66,3.38,12.55,0.21,0.03,0.11,0.07,0.04,0.01,0.02,0.03,0.07,0.09,0.14,2.962,0.001,1.020,0.002,0.004,0.001,0.003,0.001,0.012,0.303,0.741,5.049,0.010,0.002,0.011,0.005,0.003,0.001,0.002,0.002,0.003,0.016,0.016,0.003,0.286,0.700,0.011
JC13-2,Y,64.73,0.02,18.44,0.12,0.05,0.01,0.08,0.11,0.43,4.07,11.86,0.21,0.02,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.09,0.13,2.974,0.001,0.999,0.004,0.002,0.001,0.004,0.003,0.008,0.363,0.695,5.053,0.010,0.001,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.016,0.015,0.004,0.339,0.650,0.007
JC13-2,Y,64.60,0.02,18.57,0.06,0.05,0.01,0.05,0.04,0.58,3.33,12.85,0.21,0.03,0.11,0.07,0.07,0.00,0.02,0.04,0.07,0.09,0.14,2.972,0.001,1.007,0.002,0.002,0.001,0.002,0.001,0.010,0.297,0.754,5.049,0.010,0.002,0.011,0.005,0.005,0.000,0.002,0.002,0.003,0.016,0.016,0.002,0.279,0.709,0.010
JC13-2,Y,64.63,0.02,18.58,0.06,0.05,0.01,0.07,0.04,0.49,3.87,12.40,0.21,0.02,0.11,0.06,0.05,0.01,0.02,0.04,0.06,0.09,0.13,2.968,0.001,1.006,0.002,0.002,0.001,0.003,0.001,0.009,0.345,0.726,5.063,0.010,0.001,0.011,0.004,0.004,0.001,0.002,0.002,0.002,0.016,0.015,0.003,0.318,0.671,0.008
JC13-2,Y,63.99,0.02,18.65,0.06,0.05,0.01,0.07,0.04,0.56,3.55,12.82,0.21,0.03,0.11,0.06,0.00,0.02,0.02,0.04,0.06,0.09,0.14,2.958,0.001,1.016,0.002,0.002,0.001,0.003,0.001,0.010,0.318,0.756,5.069,0.010,0.002,0.011,0.004,0.000,0.003,0.002,0.002,0.002,0.016,0.016,0.003,0.292,0.695,0.009
JC13-2,Y,65.46,0.02,19.24,0.37,0.05,0.01,0.10,0.04,0.26,4.05,12.30,0.21,0.03,0.11,0.07,0.05,0.02,0.02,0.04,0.06,0.09,0.13,2.951,0.001,1.022,0.013,0.002,0.001,0.005,0.001,0.005,0.354,0.707,5.061,0.010,0.002,0.011,0.005,0.004,0.003,0.002,0.002,0.002,0.016,0.015,0.005,0.331,0.661,0.004
JC13-2,Y,63.89,0.02,18.84,0.06,0.04,0.01,0.10,0.04,0.61,3.89,11.80,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.02,0.07,0.09,0.13,2.956,0.001,1.027,0.002,0.002,0.001,0.005,0.001,0.011,0.349,0.696,5.051,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.001,0.003,0.016,0.015,0.005,0.329,0.656,0.010
JC13-2,Y,64.83,0.02,18.60,0.17,0.05,0.01,0.11,0.04,0.83,3.64,12.38,0.21,0.00,0.11,0.06,0.04,0.02,0.02,0.04,0.07,0.09,0.13,2.969,0.001,1.004,0.006,0.002,0.001,0.005,0.001,0.015,0.323,0.723,5.049,0.010,0.000,0.011,0.004,0.003,0.003,0.002,0.002,0.003,0.016,0.015,0.005,0.303,0.678,0.014
JC13-2,Y,64.53,0.02,18.83,0.23,0.09,0.01,0.12,0.09,0.54,4.06,12.18,0.21,0.03,0.11,0.06,0.05,0.00,0.02,0.04,0.06,0.09,0.13,2.953,0.001,1.015,0.008,0.003,0.001,0.006,0.002,0.010,0.360,0.711,5.070,0.010,0.002,0.011,0.004,0.004,0.000,0.002,0.002,0.002,0.016,0.015,0.005,0.331,0.654,0.009
JC13-2,Y,65.15,0.02,18.55,0.06,0.05,0.01,0.13,0.09,0.63,3.62,11.99,0.21,0.03,0.11,0.00,0.05,0.01,0.02,0.04,0.07,0.09,0.13,2.981,0.001,1.000,0.002,0.002,0.001,0.006,0.002,0.011,0.321,0.700,5.028,0.010,0.002,0.011,0.000,0.004,0.001,0.002,0.002,0.003,0.016,0.015,0.006,0.309,0.674,0.011
JC13-3,X,64.02,0.02,19.33,0.24,0.05,0.01,0.17,0.13,0.58,3.98,11.59,0.21,0.00,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.09,0.13,2.938,0.001,1.046,0.008,0.002,0.001,0.008,0.003,0.010,0.354,0.679,5.050,0.010,0.000,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.016,0.015,0.008,0.337,0.645,0.010
JC13-3,X,63.46,0.02,18.87,0.06,0.05,0.01,0.14,0.04,0.40,3.13,12.51,0.21,0.03,0.11,0.05,0.04,0.02,0.02,0.04,0.06,0.08,0.13,2.955,0.001,1.036,0.002,0.002,0.001,0.007,0.001,0.007,0.283,0.743,5.038,0.010,0.002,0.011,0.004,0.003,0.003,0.002,0.002,0.002,0.014,0.015,0.007,0.272,0.715,0.007
JC13-3,X,63.49,0.02,19.04,0.06,0.05,0.01,0.10,0.04,0.51,3.81,12.42,0.21,0.03,0.11,0.06,0.04,0.02,0.02,0.03,0.07,0.09,0.13,2.940,0.001,1.039,0.002,0.002,0.001,0.005,0.001,0.009,0.342,0.734,5.076,0.010,0.002,0.011,0.004,0.003,0.003,0.002,0.002,0.003,0.016,0.015,0.005,0.314,0.673,0.008
JC13-3,X,64.79,0.02,18.86,0.12,0.05,0.01,0.15,0.08,0.61,3.81,11.93,0.21,0.04,0.11,0.05,0.04,0.00,0.02,0.04,0.07,0.09,0.13,2.964,0.001,1.017,0.004,0.002,0.001,0.007,0.002,0.011,0.338,0.696,5.042,0.010,0.003,0.011,0.003,0.003,0.000,0.002,0.002,0.003,0.016,0.015,0.007,0.321,0.662,0.010
JC13-3,X,64.64,0.02,19.07,0.06,0.05,0.01,0.15,0.04,0.92,3.61,12.47,0.21,0.03,0.11,0.05,0.04,0.00,0.02,0.04,0.08,0.09,0.13,2.953,0.001,1.027,0.002,0.002,0.001,0.007,0.001,0.016,0.320,0.727,5.056,0.010,0.002,0.011,0.003,0.003,0.000,0.002,0.002,0.003,0.016,0.015,0.007,0.299,0.679,0.015
JC13-3,X,64.23,0.02,19.33,0.06,0.05,0.01,0.17,0.04,0.78,3.52,12.38,0.21,0.04,0.11,0.08,0.04,0.01,0.02,0.04,0.07,0.09,0.13,2.943,0.001,1.044,0.002,0.002,0.001,0.008,0.001,0.014,0.313,0.724,5.052,0.010,0.003,0.011,0.006,0.003,0.001,0.002,0.002,0.003,0.016,0.015,0.008,0.295,0.684,0.013
JC13-3,X,64.01,0.02,19.11,0.16,0.05,0.01,0.20,0.09,0.53,3.76,11.93,0.21,0.03,0.11,0.06,0.05,0.02,0.03,0.04,0.07,0.09,0.13,2.946,0.001,1.037,0.006,0.002,0.001,0.010,0.002,0.010,0.336,0.700,5.050,0.010,0.002,0.011,0.004,0.004,0.003,0.003,0.002,0.003,0.016,0.015,0.009,0.318,0.664,0.009
JC13-3,X,65.06,0.02,19.40,0.06,0.05,0.01,0.14,0.04,0.48,3.88,11.83,0.21,0.04,0.11,0.06,0.05,0.02,0.03,0.04,0.06,0.09,0.13,2.953,0.001,1.038,0.002,0.002,0.001,0.007,0.001,0.009,0.341,0.685,5.039,0.010,0.003,0.011,0.004,0.004,0.003,0.003,0.002,0.002,0.016,0.015,0.007,0.328,0.658,0.008
JC13-3,X,65.01,0.02,19.25,0.07,0.05,0.01,0.16,0.04,0.50,3.46,12.35,0.21,0.04,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.09,0.13,2.958,0.001,1.032,0.002,0.002,0.001,0.008,0.001,0.009,0.305,0.717,5.035,0.010,0.003,0.011,0.004,0.004,0.001,0.002,0.002,0.002,0.016,0.015,0.008,0.294,0.690,0.009
JC13-3,X,65.15,0.02,19.15,0.06,0.05,0.01,0.14,0.04,0.51,4.04,12.23,0.21,0.03,0.11,0.06,0.05,0.02,0.02,0.04,0.07,0.09,0.13,2.955,0.001,1.024,0.002,0.002,0.001,0.007,0.001,0.009,0.355,0.708,5.063,0.010,0.002,0.011,0.004,0.004,0.003,0.002,0.002,0.002,0.016,0.015,0.006,0.329,0.656,0.008
JC13-3,X,65.04,0.02,18.72,0.06,0.05,0.01,0.13,0.10,0.59,3.50,12.14,0.21,0.02,0.11,0.06,0.05,0.00,0.02,0.04,0.07,0.09,0.13,2.975,0.001,1.009,0.002,0.002,0.001,0.006,0.003,0.011,0.310,0.708,5.028,0.010,0.001,0.011,0.004,0.004,0.000,0.002,0.002,0.003,0.016,0.015,0.006,0.300,0.684,0.010
JC13-3,X,64.88,0.02,19.31,0.20,0.05,0.01,0.12,0.04,0.78,3.65,12.14,0.21,0.03,0.11,0.06,0.00,0.01,0.02,0.04,0.07,0.09,0.13,2.950,0.001,1.035,0.007,0.002,0.001,0.006,0.001,0.014,0.322,0.704,5.041,0.010,0.002,0.011,0.004,0.000,0.001,0.002,0.002,0.002,0.016,0.015,0.006,0.308,0.673,0.013
JC13-3,X,64.48,0.02,19.17,0.06,0.05,0.01,0.13,0.08,0.97,3.47,11.88,0.21,0.02,0.11,0.05,0.05,0.00,0.02,0.04,0.08,0.09,0.13,2.956,0.001,1.036,0.002,0.002,0.001,0.006,0.002,0.017,0.308,0.695,5.026,0.010,0.001,0.011,0.003,0.004,0.000,0.002,0.002,0.003,0.016,0.015,0.006,0.300,0.676,0.017
JC13-3,X,63.96,0.02,19.24,0.06,0.05,0.02,0.17,0.04,0.41,3.85,11.51,0.21,0.00,0.11,0.06,0.05,0.01,0.02,0.04,0.06,0.09,0.13,2.948,0.001,1.045,0.002,0.002,0.001,0.008,0.001,0.007,0.344,0.677,5.038,0.010,0.000,0.011,0.004,0.004,0.001,0.002,0.002,0.002,0.016,0.015,0.008,0.332,0.653,0.007
JC13-3,X,65.37,0.02,19.22,0.22,0.05,0.01,0.13,0.04,0.39,3.68,12.38,0.21,0.03,0.11,0.06,0.04,0.00,0.02,0.03,0.06,0.09,0.13,2.957,0.001,1.025,0.007,0.002,0.001,0.006,0.001,0.007,0.323,0.714,5.044,0.010,0.002,0.011,0.004,0.003,0.000,0.002,0.002,0.002,0.016,0.015,0.006,0.307,0.680,0.007
JC13-3,X,65.49,0.02,19.39,0.06,0.05,0.01,0.14,0.08,0.60,4.13,11.68,0.21,0.05,0.11,0.06,0.04,0.01,0.02,0.04,0.07,0.09,0.13,2.955,0.001,1.031,0.002,0.002,0.001,0.007,0.002,0.011,0.361,0.672,5.044,0.010,0.003,0.011,0.004,0.003,0.001,0.002,0.002,0.002,0.016,0.015,0.006,0.344,0.640,0.010
JC13-3,X,63.66,0.02,19.19,0.22,0.05,0.01,0.22,0.21,1.75,3.49,11.53,0.21,0.03,0.11,0.06,0.04,0.01,0.03,0.04,0.09,0.09,0.13,2.938,0.001,1.044,0.008,0.002,0.001,0.011,0.006,0.032,0.312,0.679,5.031,0.010,0.002,0.011,0.004,0.003,0.001,0.003,0.002,0.003,0.016,0.015,0.011,0.302,0.657,0.031
JC13-3,X,64.76,0.02,19.00,0.06,0.04,0.01,0.08,0.04,0.60,3.36,12.44,0.21,0.02,0.11,0.08,0.05,0.00,0.02,0.03,0.07,0.09,0.13,2.964,0.001,1.025,0.002,0.002,0.001,0.004,0.001,0.011,0.298,0.726,5.034,0.010,0.001,0.011,0.006,0.004,0.000,0.002,0.002,0.003,0.016,0.015,0.004,0.287,0.699,0.010
JC13-3,X,63.82,0.02,19.09,0.12,0.05,0.01,0.14,0.04,0.88,3.47,12.03,0.21,0.03,0.11,0.06,0.05,0.02,0.02,0.03,0.08,0.09,0.13,2.948,0.001,1.039,0.004,0.002,0.001,0.007,0.001,0.016,0.311,0.709,5.039,0.010,0.002,0.011,0.004,0.004,0.003,0.002,0.002,0.003,0.016,0.015,0.007,0.298,0.680,0.015
JC13-3,X,64.86,0.02,19.30,0.06,0.05,0.01,0.08,0.04,0.44,4.08,12.08,0.21,0.03,0.11,0.06,0.07,0.01,0.02,0.03,0.07,0.09,0.13,2.949,0.001,1.034,0.002,0.002,0.001,0.004,0.001,0.008,0.360,0.701,5.062,0.010,0.002,0.011,0.004,0.005,0.001,0.002,0.002,0.002,0.016,0.015,0.004,0.335,0.654,0.007
JC13-3,X,64.46,0.02,18.81,0.06,0.05,0.01,0.19,0.04,0.92,3.89,12.22,0.21,0.03,0.11,0.05,0.05,0.02,0.02,0.05,0.08,0.09,0.13,2.956,0.001,1.016,0.002,0.002,0.001,0.009,0.001,0.017,0.346,0.715,5.065,0.010,0.002,0.011,0.003,0.004,0.003,0.002,0.003,0.003,0.016,0.015,0.009,0.318,0.658,0.015
JC13-4,Y,63.81,0.02,18.75,0.05,0.04,0.01,0.16,0.04,0.97,3.26,12.30,0.21,0.00,0.11,0.05,0.05,0.01,0.03,0.04,0.07,0.08,0.13,2.960,0.001,1.025,0.002,0.002,0.001,0.008,0.001,0.018,0.293,0.728,5.037,0.010,0.000,0.011,0.003,0.004,0.001,0.003,0.002,0.003,0.014,0.015,0.008,0.280,0.695,0.017
JC13-4,Y,65.41,0.02,18.50,0.05,0.04,0.01,0.13,0.04,0.64,2.97,13.22,0.21,0.03,0.11,0.05,0.06,0.02,0.02,0.03,0.07,0.08,0.14,2.984,0.001,0.995,0.002,0.002,0.001,0.006,0.001,0.011,0.263,0.769,5.033,0.010,0.002,0.011,0.003,0.005,0.003,0.002,0.002,0.002,0.014,0.016,0.006,0.250,0.733,0.011
JC13-4,Y,65.03,0.02,18.93,0.13,0.04,0.01,0.14,0.04,0.60,3.47,13.15,0.21,0.02,0.11,0.05,0.03,0.02,0.02,0.00,0.06,0.09,0.14,2.957,0.001,1.015,0.004,0.002,0.001,0.007,0.001,0.011,0.306,0.763,5.067,0.010,0.001,0.011,0.003,0.002,0.003,0.002,0.000,0.002,0.016,0.016,0.006,0.282,0.702,0.010
JC13-4,Y,64.58,0.02,19.74,0.14,0.15,0.01,0.29,0.27,1.53,3.34,11.63,0.21,0.03,0.11,0.05,0.04,0.02,0.03,0.04,0.09,0.09,0.13,2.934,0.001,1.057,0.005,0.006,0.001,0.014,0.007,0.027,0.294,0.674,5.019,0.010,0.002,0.011,0.003,0.003,0.003,0.003,0.002,0.003,0.016,0.015,0.014,0.291,0.668,0.027
JC13-4,Y,65.60,0.02,18.61,0.05,0.04,0.01,0.15,0.04,0.75,3.23,12.58,0.21,0.02,0.11,0.05,0.05,0.00,0.02,0.04,0.07,0.08,0.14,2.984,0.001,0.998,0.002,0.002,0.001,0.007,0.001,0.013,0.285,0.730,5.023,0.010,0.001,0.011,0.003,0.004,0.000,0.002,0.002,0.002,0.014,0.016,0.007,0.275,0.705,0.013
JC13-4,Y,64.55,0.02,19.24,0.21,0.04,0.01,0.12,0.11,0.91,3.30,12.56,0.21,0.03,0.11,0.05,0.04,0.01,0.02,0.04,0.08,0.09,0.14,2.948,0.001,1.035,0.007,0.002,0.001,0.006,0.003,0.016,0.292,0.732,5.042,0.010,0.002,0.011,0.003,0.003,0.001,0.002,0.002,0.003,0.016,0.016,0.006,0.279,0.699,0.016
JC13-4,Y,64.31,0.02,18.97,0.05,0.16,0.01,0.19,0.04,1.42,3.22,12.38,0.21,0.03,0.11,0.00,0.04,0.01,0.03,0.04,0.08,0.08,0.13,2.954,0.001,1.027,0.002,0.006,0.001,0.009,0.001,0.026,0.287,0.725,5.038,0.010,0.002,0.011,0.000,0.003,0.001,0.003,0.002,0.003,0.014,0.015,0.009,0.274,0.693,0.024
JC13-4,Y,64.47,0.02,19.21,0.19,0.04,0.01,0.14,0.08,0.98,3.25,12.25,0.21,0.05,0.11,0.06,0.04,0.01,0.02,0.04,0.07,0.08,0.13,2.952,0.001,1.036,0.007,0.002,0.001,0.007,0.002,0.018,0.288,0.715,5.028,0.010,0.003,0.011,0.004,0.003,0.001,0.002,0.002,0.003,0.014,0.015,0.007,0.281,0.696,0.017
JC13-4,Y,64.61,0.02,19.09,0.05,0.04,0.01,0.21,0.04,0.56,3.58,12.67,0.21,0.02,0.11,0.05,0.03,0.01,0.02,0.04,0.07,0.09,0.14,2.952,0.001,1.028,0.002,0.002,0.001,0.010,0.001,0.010,0.317,0.738,5.061,0.010,0.001,0.011,0.003,0.002,0.001,0.002,0.002,0.003,0.016,0.016,0.010,0.295,0.686,0.009
JC13-4,Y,64.48,0.02,19.05,0.15,0.05,0.01,0.12,0.04,0.48,3.43,13.10,0.21,0.03,0.11,0.05,0.04,0.01,0.02,0.03,0.06,0.09,0.14,2.949,0.001,1.027,0.005,0.002,0.001,0.006,0.001,0.009,0.304,0.764,5.068,0.010,0.002,0.011,0.003,0.003,0.001,0.002,0.002,0.002,0.016,0.016,0.005,0.281,0.706,0.008
JC13-4,Y,64.65,0.02,18.87,0.05,0.04,0.01,0.12,0.04,0.76,3.19,12.96,0.21,0.03,0.11,0.06,0.03,0.02,0.02,0.05,0.07,0.08,0.14,2.962,0.001,1.019,0.002,0.002,0.001,0.006,0.001,0.014,0.283,0.757,5.047,0.010,0.002,0.011,0.004,0.002,0.003,0.002,0.003,0.003,0.014,0.016,0.006,0.267,0.714,0.013
JC13-4,Y,65.00,0.02,18.57,0.49,0.08,0.01,0.10,0.04,0.43,3.02,12.77,0.21,0.03,0.11,0.06,0.04,0.00,0.02,0.03,0.06,0.08,0.14,2.974,0.001,1.001,0.017,0.003,0.001,0.005,0.001,0.008,0.268,0.745,5.023,0.010,0.002,0.011,0.004,0.003,0.000,0.002,0.002,0.002,0.014,0.016,0.005,0.261,0.727,0.008
