Sample,Coal,SiO2,TiO2,Al2O3,Y2O3,Ce2O3,Fe2O3,CaO,P2O5,Nb2O5,Ta2O5,Total,sSiO2,sTiO2,sAl2O3,sY2O3,sCe2O3,sFe2O3,sCaO,sP2O5,sNb2O5,sTa2O5,sTotal,Si,Ti,Al,Y,Ce,Fe3,Ca,P,Nb,Ta,Sum,sSi,sTi,sAl,sY,sCe,sFe3,sCa,sP,sNb,sTa,sSum,Ce+Y,Al,Fe3,sCe+Y,sAl,sFe3
SS11-1,W,29.89,39.32,1.31,0.25,0.8,1.81,27.09,0.07,0.18,0,100.71,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.975,0.965,0.05,0.004,0.01,0.044,0.947,0.002,0.003,0,2.999,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.128,0.464,0.408,0.009,0.01,0.011
SS11-1,W,29.98,38.97,1.61,0.26,0.67,1.98,27.18,0.05,0.14,0,100.84,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.976,0.954,0.062,0.004,0.008,0.049,0.948,0.001,0.002,0,3.004,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.102,0.503,0.396,0.008,0.01,0.01
SS11-1,W,29.76,38.7,1.5,0.35,0.77,1.93,26.58,0.05,0.18,0,99.82,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.979,0.957,0.058,0.006,0.009,0.048,0.936,0.001,0.003,0,2.998,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.128,0.479,0.394,0.008,0.009,0.01
SS11-1,W,29.78,38.55,1.58,0.32,0.53,1.88,26.83,0.06,0.18,0,99.7,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.979,0.953,0.061,0.006,0.006,0.046,0.945,0.002,0.003,0,3.001,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.099,0.512,0.389,0.008,0.01,0.01
SS11-1,W,29.87,38.72,1.43,0.36,0.77,1.81,26.76,0.07,0.17,0,99.96,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.981,0.956,0.055,0.006,0.009,0.045,0.941,0.002,0.002,0,2.999,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.134,0.48,0.386,0.009,0.01,0.011
SS11-1,W,29.85,38,1.64,0.25,0.54,2.39,27.21,0,0.13,0,100,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.98,0.939,0.064,0.004,0.006,0.059,0.957,0,0.002,0,3.012,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.081,0.476,0.443,0.007,0.009,0.009
TL13-1,Null,31.05,38.8,1.63,0.25,0.25,1.71,27.43,0.04,0.11,0,101.27,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,1,0.94,0.062,0.004,0.003,0.041,0.947,0.001,0.002,0,3,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.065,0.56,0.375,0.008,0.011,0.011
TL13-1,Null,29.06,37.43,1.06,0.1,0.47,1.33,27,0.05,0.17,0,96.68,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.986,0.955,0.042,0.002,0.006,0.034,0.981,0.002,0.003,0,3.011,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.092,0.504,0.404,0.011,0.012,0.013
TL13-1,Null,30.65,38.59,1.23,0.11,0.32,1.25,27.28,0.08,0.23,0,99.72,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,1.003,0.949,0.047,0.002,0.004,0.031,0.956,0.002,0.003,0,2.998,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.068,0.565,0.367,0.01,0.013,0.013
TR13-2,Null,30.1,37.27,1.81,0.19,0.12,1.65,27.44,0.04,0.14,0,98.76,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.995,0.927,0.071,0.003,0.001,0.041,0.972,0.001,0.002,0,3.015,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.041,0.607,0.352,0.008,0.011,0.01
TR13-2,Null,30.22,37.48,1.5,0.22,0.15,1.3,27.33,0.04,0.15,0,98.38,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,1.003,0.935,0.058,0.004,0.002,0.032,0.971,0.001,0.002,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.059,0.606,0.335,0.009,0.012,0.012
TR13-2,Null,29.19,37.47,1.55,0.29,0.42,1.57,27.1,0.06,0.22,0,97.86,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.979,0.945,0.061,0.005,0.005,0.04,0.974,0.002,0.003,0,3.013,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.092,0.551,0.357,0.009,0.011,0.011
TR13-2,Null,30.66,36.57,2.13,0.21,0.17,1.67,27.44,0.11,0.14,0,99.11,0.09,0.17,0.02,0.02,0.03,0.03,0.12,0.02,0.02,0.05,0.24,1.008,0.905,0.082,0.004,0.002,0.041,0.967,0.003,0.002,0,3.014,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.044,0.636,0.32,0.007,0.01,0.01
TR13-2,Null,30.28,37.67,1.77,0.21,0.19,1.78,27.51,0.07,0.1,0,99.58,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.994,0.93,0.068,0.004,0.002,0.044,0.967,0.002,0.001,0,3.012,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.05,0.577,0.372,0.008,0.011,0.01
TR13-2,Null,30.86,38.07,1.62,0.2,0.29,1.8,27.16,0.07,0.08,0,100.14,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.005,0.932,0.062,0.004,0.003,0.044,0.948,0.002,0.001,0,3.001,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.061,0.549,0.39,0.008,0.01,0.011
TR13-2,Null,30.39,37.87,1.51,0.21,0.18,1.49,26.87,0.06,0.15,0,98.73,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,1.003,0.94,0.059,0.004,0.002,0.037,0.95,0.002,0.002,0,3,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.058,0.578,0.364,0.009,0.012,0.011
TR13-2,Null,29.9,38.06,1.54,0.31,0.27,1.4,27.2,0.07,0.23,0,98.97,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.988,0.946,0.06,0.005,0.003,0.035,0.963,0.002,0.003,0,3.006,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.084,0.579,0.337,0.009,0.011,0.011
TR13-3,MCZl,29.63,37.2,1.42,0.12,0.85,2.18,26.85,0.05,0.1,0,98.41,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.989,0.934,0.056,0.002,0.01,0.055,0.961,0.001,0.002,0,3.01,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.102,0.453,0.445,0.008,0.009,0.01
TR13-3,MCZl,30.67,37.9,1.57,0.09,0.24,1.81,27.54,0.04,0.07,0,99.93,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.002,0.931,0.06,0.001,0.003,0.045,0.964,0.001,0.001,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.04,0.553,0.407,0.008,0.011,0.011
TR13-3,MCZl,31.22,38.15,1.69,0.21,0.28,2.1,27.63,0.04,0.11,0,101.43,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.005,0.924,0.064,0.004,0.003,0.051,0.953,0.001,0.002,0,3.006,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.056,0.527,0.417,0.007,0.01,0.01
TR13-3,MCZl,30.75,38.85,1.46,0.15,0.22,1.45,27.46,0.11,0.09,0,100.53,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.998,0.948,0.056,0.003,0.003,0.035,0.954,0.003,0.001,0,3,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.053,0.579,0.368,0.009,0.012,0.012
TR13-3,MCZl,29.74,37.17,1.82,0.18,0.19,1.99,27.49,0,0.14,0,98.71,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.987,0.928,0.071,0.003,0.002,0.05,0.977,0,0.002,0,3.02,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.012,0.044,0.563,0.393,0.007,0.01,0.01
TR13-3,MCZl,31.24,39,1.54,0.21,0.27,1.77,27.35,0.05,0.16,0,101.59,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.003,0.942,0.058,0.004,0.003,0.043,0.94,0.001,0.002,0,2.996,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.063,0.541,0.396,0.008,0.011,0.011
TR13-3,MCZl,30.64,37.95,1.72,0.23,0.24,1.99,27.17,0.06,0.12,0,100.12,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.999,0.931,0.066,0.004,0.003,0.049,0.949,0.002,0.002,0,3.004,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.056,0.543,0.402,0.008,0.01,0.01
TR13-3,MCZl,30.94,37.98,1.67,0.27,0.45,1.95,26.94,0.04,0.16,0,100.39,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.006,0.929,0.064,0.005,0.005,0.048,0.939,0.001,0.002,0,2.999,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.082,0.526,0.392,0.008,0.01,0.01
TR13-3,MCZl,31.13,37.76,1.9,0.06,0.12,1.79,27.57,0.07,0.14,0,100.55,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.008,0.92,0.072,0.001,0.001,0.044,0.957,0.002,0.002,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.022,0.61,0.368,0.007,0.011,0.01
TR13-3,MCZl,30.79,37.3,1.95,0.08,0.2,1.87,27.56,0.06,0.06,0,99.86,0.09,0.17,0.02,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.005,0.916,0.075,0.001,0.002,0.046,0.964,0.002,0.001,0,3.013,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.012,0.03,0.602,0.368,0.007,0.01,0.01
TR13-3,MCZl,30.8,38.99,1.52,0.14,0.13,1.59,27.87,0.03,0.21,0,101.27,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.993,0.946,0.058,0.002,0.001,0.039,0.963,0.001,0.003,0,3.005,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.039,0.576,0.384,0.009,0.012,0.011
TR13-3,MCZl,30.71,39.11,1.36,0.21,0.29,1.49,27.32,0.05,0.17,0,100.72,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.996,0.954,0.052,0.004,0.003,0.036,0.949,0.001,0.002,0,2.997,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.074,0.544,0.382,0.01,0.012,0.012
TR13-3,MCZl,30.51,38.23,1.97,0.04,0,1.13,27.93,0.03,0.35,0,100.19,0.09,0.17,0.02,0.01,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.993,0.935,0.075,0.001,0,0.028,0.973,0.001,0.005,0,3.011,0.005,0.006,0.001,0,0,0.001,0.008,0.001,0.001,0,0.011,0.007,0.726,0.267,0.004,0.011,0.011
TR13-3,MCZl,29.19,37.02,1.58,0.23,0.22,1.74,27.23,0,0.14,0,97.37,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.983,0.938,0.063,0.004,0.003,0.044,0.982,0,0.002,0,3.019,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.012,0.06,0.552,0.389,0.008,0.011,0.011
TR13-3,MCZl,31.01,38.61,1.78,0.2,0.22,1.68,27.48,0.05,0.16,0,101.18,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.999,0.936,0.067,0.004,0.003,0.041,0.949,0.001,0.002,0,3.002,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.053,0.591,0.356,0.008,0.011,0.01
TR13-3,MCZl,30.91,37.36,2.05,0.18,0.14,1.77,27.67,0.11,0.09,0,100.28,0.09,0.17,0.02,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,1.005,0.913,0.078,0.003,0.002,0.043,0.963,0.003,0.001,0,3.012,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.038,0.619,0.342,0.007,0.01,0.01
TR13-3,MCZl,30.57,38.09,1.54,0.2,0.22,1.65,27.6,0,0.17,0,100.05,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.998,0.936,0.059,0.003,0.003,0.041,0.966,0,0.003,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.057,0.56,0.383,0.008,0.011,0.011
TR13-3,MCZl,30.93,38.24,1.56,0.2,0.24,1.72,27.27,0.04,0.16,0,100.37,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,1.005,0.935,0.06,0.003,0.003,0.042,0.95,0.001,0.002,0,3.001,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.059,0.551,0.39,0.008,0.011,0.011
TR13-3,MCZl,31.39,36.94,2.42,0.12,0.14,1.67,27.34,0.22,0.04,0,100.27,0.09,0.17,0.02,0.02,0.03,0.03,0.12,0.02,0.02,0.05,0.24,1.016,0.899,0.092,0.002,0.002,0.041,0.948,0.006,0.001,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.028,0.675,0.297,0.006,0.01,0.009
TR13-3,MCZl,30.88,37.83,1.7,0.2,0.24,1.83,27.45,0.05,0.12,0,100.29,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,1.005,0.926,0.065,0.004,0.003,0.045,0.957,0.001,0.002,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.055,0.561,0.384,0.008,0.01,0.01
